,original prompts,pos tagged prompt
9799,"Presadee Closed Toe (BIG & TALL SUPER SIZE) Traditional 20-30 mmHg Compression Grade Swelling Veins Ankle Calf Leg Sock Support (4XL, Beige)","[('presadee', 'NN'), ('closed', 'VBD'), ('toe', 'NN'), ('(', '('), ('big', 'JJ'), ('&', 'CC'), ('tall', 'JJ'), ('super', 'JJ'), ('size', 'NN'), (')', ')'), ('traditional', 'JJ'), ('20-30', 'JJ'), ('mmhg', 'NN'), ('compression', 'NN'), ('grade', 'VBD'), ('swelling', 'VBG'), ('veins', 'NNS'), ('ankle', 'JJ'), ('calf', 'NN'), ('leg', 'NN'), ('sock', 'NN'), ('support', 'NN'), ('(', '('), ('4xl', 'CD'), (',', ','), ('beige', 'NN'), (')', ')')]"
9800,"Chart 4. Change in the Outward Direct Investment Position by Component, 2008–2017. Line Chart.","[('chart', 'NN'), ('4.', 'CD'), ('change', 'NN'), ('in', 'IN'), ('the', 'DT'), ('outward', 'NN'), ('direct', 'JJ'), ('investment', 'NN'), ('position', 'NN'), ('by', 'IN'), ('component', 'NN'), (',', ','), ('2008–2017', 'CD'), ('.', '.'), ('line', 'NN'), ('chart', 'NN'), ('.', '.')]"
9801,Mens 2 Button Vested 3 Piece,"[('mens', 'NNS'), ('2', 'CD'), ('button', 'NN'), ('vested', 'VBD'), ('3', 'CD'), ('piece', 'NN')]"
9802,Beautiful colors of ruddy turnstone bird as it walks on beach looking for food.,"[('beautiful', 'JJ'), ('colors', 'NNS'), ('of', 'IN'), ('ruddy', 'NN'), ('turnstone', 'NN'), ('bird', 'NN'), ('as', 'IN'), ('it', 'PRP'), ('walks', 'VBZ'), ('on', 'IN'), ('beach', 'NN'), ('looking', 'VBG'), ('for', 'IN'), ('food', 'NN'), ('.', '.')]"
9803,ALVEOLE : le programme qui finance la « solution vélo »,"[('alveole', 'NN'), (':', ':'), ('le', 'NN'), ('programme', 'NN'), ('qui', 'NN'), ('finance', 'NN'), ('la', 'NN'), ('«', 'NNP'), ('solution', 'NN'), ('vélo', 'NN'), ('»', 'NN')]"
9804,3 Pack Kids Socks White Unisex 2-12y,"[('3', 'CD'), ('pack', 'NN'), ('kids', 'NNS'), ('socks', 'VBZ'), ('white', 'JJ'), ('unisex', 'JJ'), ('2-12y', 'JJ')]"
9805,Placa Decorativa - Duff Calm,"[('placa', 'NN'), ('decorativa', 'SYM'), ('-', ':'), ('duff', 'NN'), ('calm', 'NN')]"
9806,Third Grade Angels Close Reading Comprehension Packet,"[('third', 'JJ'), ('grade', 'NN'), ('angels', 'NNS'), ('close', 'RB'), ('reading', 'VBG'), ('comprehension', 'NN'), ('packet', 'NN')]"
9807,Free Delivery with reason,"[('free', 'JJ'), ('delivery', 'NN'), ('with', 'IN'), ('reason', 'NN')]"
9808,"""Mega Rare China Taiwan Winnie Wei Betty Chung OST 1969 Pathe EMI 7"""" CEP1218""","[('``', '``'), ('mega', 'JJ'), ('rare', 'JJ'), ('china', 'NN'), ('taiwan', 'NNP'), ('winnie', 'NN'), ('wei', 'NN'), ('betty', 'NN'), ('chung', 'NN'), ('ost', 'NN'), ('1969', 'CD'), ('pathe', 'NN'), ('emi', 'NN'), ('7', 'CD'), (""''"", ""''""), (""''"", ""''""), ('cep1218', 'NN'), (""''"", ""''"")]"
9809,"Puppies For Sale! Tiny Toy Goldendoodle, Micro Mini","[('puppies', 'NNS'), ('for', 'IN'), ('sale', 'NN'), ('!', '.'), ('tiny', 'JJ'), ('toy', 'NN'), ('goldendoodle', 'NN'), (',', ','), ('micro', 'NN'), ('mini', 'NN')]"
9810,banksy girl with balloon by savagetoon on deviantart. Black Bedroom Furniture Sets. Home Design Ideas,"[('banksy', 'NNS'), ('girl', 'VBP'), ('with', 'IN'), ('balloon', 'NN'), ('by', 'IN'), ('savagetoon', 'NN'), ('on', 'IN'), ('deviantart', 'NN'), ('.', '.'), ('black', 'JJ'), ('bedroom', 'NN'), ('furniture', 'NN'), ('sets', 'NNS'), ('.', '.'), ('home', 'NN'), ('design', 'NN'), ('ideas', 'NNS')]"
9811,Tintin - I-880494XL - Déguisement - Costume Adulte - Capitaine Haddock - Taille XL,"[('tintin', 'LS'), ('-', ':'), ('i-880494xl', 'JJ'), ('-', ':'), ('déguisement', 'NN'), ('-', ':'), ('costume', 'NN'), ('adulte', 'SYM'), ('-', ':'), ('capitaine', 'NN'), ('haddock', 'NN'), ('-', ':'), ('taille', 'NN'), ('xl', 'NN')]"
9812,"""""""Government to start and institutionalise 24 hours """"""""Helpline"""""""" for assistance to exporters and resolution of issues- Piyush Goyal""""""","[('``', '``'), ('``', '``'), (""''"", ""''""), ('government', 'NN'), ('to', 'TO'), ('start', 'VB'), ('and', 'CC'), ('institutionalise', 'VB'), ('24', 'CD'), ('hours', 'NNS'), ('``', '``'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('helpline', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), (""''"", ""''""), ('for', 'IN'), ('assistance', 'NN'), ('to', 'TO'), ('exporters', 'NNS'), ('and', 'CC'), ('resolution', 'NN'), ('of', 'IN'), ('issues-', 'JJ'), ('piyush', 'NN'), ('goyal', 'NN'), (""''"", ""''""), (""''"", ""''""), (""''"", ""''"")]"
9813,Formsite send results documents to Box folder,"[('formsite', 'JJ'), ('send', 'NN'), ('results', 'NNS'), ('documents', 'NNS'), ('to', 'TO'), ('box', 'VB'), ('folder', 'NN')]"
9814,What can your pharmacist do to help.,"[('what', 'WP'), ('can', 'MD'), ('your', 'PRP$'), ('pharmacist', 'NN'), ('do', 'VBP'), ('to', 'TO'), ('help', 'VB'), ('.', '.')]"
9815,TRAVEL: Germany holds back on imposing tougher entry rules to tackle Delta strain,"[('travel', 'NN'), (':', ':'), ('germany', 'NN'), ('holds', 'VBZ'), ('back', 'RB'), ('on', 'IN'), ('imposing', 'VBG'), ('tougher', 'JJ'), ('entry', 'NN'), ('rules', 'NNS'), ('to', 'TO'), ('tackle', 'VB'), ('delta', 'NN'), ('strain', 'NN')]"
9816,Dragonfly Personalised Word Art Print,"[('dragonfly', 'NN'), ('personalised', 'VBD'), ('word', 'NN'), ('art', 'NN'), ('print', 'NN')]"
9817,"Whatman WB120055 FTA Mini Card 2-Sample Areas, 2 x 125 microliter Size (Pack of 100)","[('whatman', 'NN'), ('wb120055', 'VBZ'), ('fta', 'JJ'), ('mini', 'JJ'), ('card', 'NN'), ('2-sample', 'JJ'), ('areas', 'NNS'), (',', ','), ('2', 'CD'), ('x', 'NN'), ('125', 'CD'), ('microliter', 'NN'), ('size', 'NN'), ('(', '('), ('pack', 'NN'), ('of', 'IN'), ('100', 'CD'), (')', ')')]"
9818,2003 Supplier of the Year,"[('2003', 'CD'), ('supplier', 'NN'), ('of', 'IN'), ('the', 'DT'), ('year', 'NN')]"
9819,Drachenmeister (5) (MP3-Download),"[('drachenmeister', 'NN'), ('(', '('), ('5', 'CD'), (')', ')'), ('(', '('), ('mp3-download', 'NN'), (')', ')')]"
9820,samantha akkineni wedding gown,"[('samantha', 'NN'), ('akkineni', 'NN'), ('wedding', 'VBG'), ('gown', 'NN')]"
9821,Blue Sapphire Russian Lab Diamond Infinity Ring,"[('blue', 'JJ'), ('sapphire', 'NN'), ('russian', 'JJ'), ('lab', 'NN'), ('diamond', 'NN'), ('infinity', 'NN'), ('ring', 'NN')]"
9822,Dope TrashCanners: Online Shooter that Rewards Failure! | Let's play Dope TrashCanners gameplay,"[('dope', 'NN'), ('trashcanners', 'NNS'), (':', ':'), ('online', 'NN'), ('shooter', 'NN'), ('that', 'WDT'), ('rewards', 'VBZ'), ('failure', 'NN'), ('!', '.'), ('|', 'JJ'), ('let', 'NN'), (""'s"", 'POS'), ('play', 'VB'), ('dope', 'NN'), ('trashcanners', 'NNS'), ('gameplay', 'VBP')]"
9823,hight resolution of multii room multi channel setup is very rarely done or maybe non existent so i have to come up with this myself i have made a sketch diagram for what i am,"[('hight', 'JJ'), ('resolution', 'NN'), ('of', 'IN'), ('multii', 'NN'), ('room', 'NN'), ('multi', 'NN'), ('channel', 'NN'), ('setup', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('rarely', 'RB'), ('done', 'VBN'), ('or', 'CC'), ('maybe', 'RB'), ('non', 'JJ'), ('existent', 'NN'), ('so', 'RB'), ('i', 'RB'), ('have', 'VBP'), ('to', 'TO'), ('come', 'VB'), ('up', 'RP'), ('with', 'IN'), ('this', 'DT'), ('myself', 'PRP'), ('i', 'NN'), ('have', 'VBP'), ('made', 'VBN'), ('a', 'DT'), ('sketch', 'NN'), ('diagram', 'NN'), ('for', 'IN'), ('what', 'WP'), ('i', 'NN'), ('am', 'VBP')]"
9824,"construction site for hinkley point c nuclear power station, operated by electricite de france , near bridgwater, u.k., on thursday, sept. 12, 2019. - nuclear power station stock videos & royalty-free footage","[('construction', 'NN'), ('site', 'NN'), ('for', 'IN'), ('hinkley', 'JJ'), ('point', 'NN'), ('c', 'NN'), ('nuclear', 'JJ'), ('power', 'NN'), ('station', 'NN'), (',', ','), ('operated', 'VBN'), ('by', 'IN'), ('electricite', 'JJ'), ('de', 'FW'), ('france', 'NN'), (',', ','), ('near', 'IN'), ('bridgwater', 'NN'), (',', ','), ('u.k.', 'JJ'), (',', ','), ('on', 'IN'), ('thursday', 'NN'), (',', ','), ('sept.', 'VBD'), ('12', 'CD'), (',', ','), ('2019', 'CD'), ('.', '.'), ('-', ':'), ('nuclear', 'JJ'), ('power', 'NN'), ('station', 'NN'), ('stock', 'NN'), ('videos', 'NN'), ('&', 'CC'), ('royalty-free', 'JJ'), ('footage', 'NN')]"
9825,BT_Circular Lettermark_Watercolor.jpg,"[('bt_circular', 'JJ'), ('lettermark_watercolor.jpg', 'NN')]"
9826,Coque Samsung Galaxy S6 EDGE Corse,"[('coque', 'NN'), ('samsung', 'NN'), ('galaxy', 'NN'), ('s6', 'NN'), ('edge', 'NN'), ('corse', 'NN')]"
9827,11pcs/set Trendy Mermaid Unicorn Horn Makeup Brush Set Big Fish Tail Foundation Pwoder Face Eyeshadow Make-up Brushs Women Beaut,"[('11pcs/set', 'CD'), ('trendy', 'JJ'), ('mermaid', 'VBN'), ('unicorn', 'JJ'), ('horn', 'JJ'), ('makeup', 'NN'), ('brush', 'NN'), ('set', 'VBN'), ('big', 'JJ'), ('fish', 'NN'), ('tail', 'NN'), ('foundation', 'NN'), ('pwoder', 'NN'), ('face', 'NN'), ('eyeshadow', 'VBP'), ('make-up', 'JJ'), ('brushs', 'JJ'), ('women', 'NNS'), ('beaut', 'VBD')]"
9828,Augusta Sportswear Team Wicking Fleece Pullover - Men's - Grey / Grey,"[('augusta', 'NN'), ('sportswear', 'JJ'), ('team', 'NN'), ('wicking', 'VBG'), ('fleece', 'NN'), ('pullover', 'IN'), ('-', ':'), ('men', 'NNS'), (""'s"", 'POS'), ('-', ':'), ('grey', 'NN'), ('/', 'CD'), ('grey', 'NN')]"
9829,I3magi Logo - for web,"[('i3magi', 'NN'), ('logo', 'SYM'), ('-', ':'), ('for', 'IN'), ('web', 'NN')]"
9830,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate & up to 10 Days Battery , Black","[('fitbit', 'NN'), ('inspire', 'VBP'), ('2', 'CD'), ('health', 'NN'), ('&', 'CC'), ('fitness', 'NN'), ('tracker', 'NN'), ('with', 'IN'), ('a', 'DT'), ('free', 'JJ'), ('1-year', 'JJ'), ('fitbit', 'NN'), ('premium', 'JJ'), ('trial', 'NN'), (',', ','), ('24/7', 'CD'), ('heart', 'NN'), ('rate', 'NN'), ('&', 'CC'), ('up', 'IN'), ('to', 'TO'), ('10', 'CD'), ('days', 'NNS'), ('battery', 'NN'), (',', ','), ('black', 'JJ')]"
9831,California Garden Tours Pictures Gallery Landscaping,"[('california', 'NN'), ('garden', 'NN'), ('tours', 'NNS'), ('pictures', 'VBZ'), ('gallery', 'JJ'), ('landscaping', 'NN')]"
9832,The Basement Bookers,"[('the', 'DT'), ('basement', 'NN'), ('bookers', 'NNS')]"
9833,linkedin groups for business,"[('linkedin', 'NN'), ('groups', 'NNS'), ('for', 'IN'), ('business', 'NN')]"
9834,"dropp formad brudbukett, tear drop bouquet","[('dropp', 'NN'), ('formad', 'NN'), ('brudbukett', 'NN'), (',', ','), ('tear', 'JJ'), ('drop', 'NN'), ('bouquet', 'NN')]"
9835,KEEP CALM AND LIVE IT TO ULUDAG - Personalised Sweatshirt,"[('keep', 'VB'), ('calm', 'NN'), ('and', 'CC'), ('live', 'VB'), ('it', 'PRP'), ('to', 'TO'), ('uludag', 'VB'), ('-', ':'), ('personalised', 'VBN'), ('sweatshirt', 'NN')]"
9836,Fresh Step Advanced Clumping Cat Litter with Activated Charcoal & Natural Odor Control – Unscented,"[('fresh', 'JJ'), ('step', 'NN'), ('advanced', 'VBD'), ('clumping', 'VBG'), ('cat', 'NN'), ('litter', 'NN'), ('with', 'IN'), ('activated', 'JJ'), ('charcoal', 'NN'), ('&', 'CC'), ('natural', 'JJ'), ('odor', 'NN'), ('control', 'NN'), ('–', 'NNP'), ('unscented', 'VBD')]"
9837,Beagle King of the Dog Park Poster,"[('beagle', 'NN'), ('king', 'NN'), ('of', 'IN'), ('the', 'DT'), ('dog', 'NN'), ('park', 'NN'), ('poster', 'NN')]"
9838,David Crosby Net Worth,"[('david', 'JJ'), ('crosby', 'NN'), ('net', 'NN'), ('worth', 'NN')]"
9839,Home Wall Decoration Kids Bedroom Furniture By Ikea,"[('home', 'NN'), ('wall', 'NN'), ('decoration', 'NN'), ('kids', 'NNS'), ('bedroom', 'NN'), ('furniture', 'NN'), ('by', 'IN'), ('ikea', 'NN')]"
9840,2011 Ford Expedition EL,"[('2011', 'CD'), ('ford', 'JJ'), ('expedition', 'NN'), ('el', 'NN')]"
9841,Bermudian Waves Series Square Sticker,"[('bermudian', 'JJ'), ('waves', 'NNS'), ('series', 'NN'), ('square', 'NN'), ('sticker', 'NN')]"
9842,What is Cross-Docking,"[('what', 'WP'), ('is', 'VBZ'), ('cross-docking', 'VBG')]"
9843,Home Luxury Apartments Reykjavik The Cosy Traveller Home Luxury Apartments Reykjavik,"[('home', 'NN'), ('luxury', 'NN'), ('apartments', 'NNS'), ('reykjavik', 'VBP'), ('the', 'DT'), ('cosy', 'JJ'), ('traveller', 'NN'), ('home', 'NN'), ('luxury', 'NN'), ('apartments', 'NNS'), ('reykjavik', 'VBP')]"
9844,CHINA 5 YUAN P876B 1960 RAIL ROAD RUNNING # UNC CURRENCY MONEY BILL NOTE 20 PCS,"[('china', 'NN'), ('5', 'CD'), ('yuan', 'NN'), ('p876b', 'NN'), ('1960', 'CD'), ('rail', 'NN'), ('road', 'NN'), ('running', 'VBG'), ('#', '#'), ('unc', 'JJ'), ('currency', 'NN'), ('money', 'NN'), ('bill', 'NN'), ('note', 'VBP'), ('20', 'CD'), ('pcs', 'NNS')]"
9845,Newhouse student Christine Morton at the Golan Heights.,"[('newhouse', 'RB'), ('student', 'NN'), ('christine', 'JJ'), ('morton', 'NN'), ('at', 'IN'), ('the', 'DT'), ('golan', 'NN'), ('heights', 'NNS'), ('.', '.')]"
9846,Hipopotam Baby  Zebras Muslin Mouth Cloth Set,"[('hipopotam', 'NN'), ('baby', 'NN'), ('zebras', 'NNP'), ('muslin', 'NNP'), ('mouth', 'NNP'), ('cloth', 'NN'), ('set', 'NN')]"
9847,Applique/Plafonnier LED Brick Quadro 4 Lumen Center,"[('applique/plafonnier', 'NN'), ('led', 'VBD'), ('brick', 'NN'), ('quadro', 'NN'), ('4', 'CD'), ('lumen', 'NNS'), ('center', 'NN')]"
9848,Toronto Real Estate Board November Market Watch Figures,"[('toronto', 'JJ'), ('real', 'JJ'), ('estate', 'NN'), ('board', 'NN'), ('november', 'VBP'), ('market', 'NN'), ('watch', 'NN'), ('figures', 'NNS')]"
9849,Actuated Lockout Pneumatic Control 2 3 Threaded 600 Cast Steel Fixed Safety Ball Valve Switch,"[('actuated', 'VBN'), ('lockout', 'RBR'), ('pneumatic', 'JJ'), ('control', 'NN'), ('2', 'CD'), ('3', 'CD'), ('threaded', 'VBD'), ('600', 'CD'), ('cast', 'NN'), ('steel', 'NN'), ('fixed', 'VBN'), ('safety', 'NN'), ('ball', 'NN'), ('valve', 'VBP'), ('switch', 'NN')]"
9850,Transparent Lace Up Chunky Heel Poi..,"[('transparent', 'NN'), ('lace', 'NN'), ('up', 'RP'), ('chunky', 'NN'), ('heel', 'NN'), ('poi', 'NN'), ('..', 'NN')]"
9851,Blackhawk Ankle Holster Black,"[('blackhawk', 'NN'), ('ankle', 'NN'), ('holster', 'NN'), ('black', 'JJ')]"
9852,AFP Lambswool Bolster Bed,"[('afp', 'JJ'), ('lambswool', 'NN'), ('bolster', 'NN'), ('bed', 'VBD')]"
9853,Quality Soybean P.E.  Soy Isoflavone40% 80%   women's health wholesale,"[('quality', 'NN'), ('soybean', 'NN'), ('p.e', 'NN'), ('.', '.'), ('soy', 'VB'), ('isoflavone40', 'JJ'), ('%', 'NN'), ('80', 'CD'), ('%', 'NN'), ('women', 'NNS'), (""'s"", 'POS'), ('health', 'NN'), ('wholesale', 'NN')]"
9854,Clickfunnels Valuation,"[('clickfunnels', 'NNS'), ('valuation', 'NN')]"
9855,Security bollards.,"[('security', 'NN'), ('bollards', 'NNS'), ('.', '.')]"
9856,"This wall clock is crafted in a red round shaped frame that features Roman numerals over a white face, and a sturdy handle. The clock can be placed on any wall and blends with a variety of decor. Makes a great gift.","[('this', 'DT'), ('wall', 'NN'), ('clock', 'NN'), ('is', 'VBZ'), ('crafted', 'VBN'), ('in', 'IN'), ('a', 'DT'), ('red', 'JJ'), ('round', 'NN'), ('shaped', 'VBD'), ('frame', 'NN'), ('that', 'WDT'), ('features', 'VBZ'), ('roman', 'JJ'), ('numerals', 'NNS'), ('over', 'IN'), ('a', 'DT'), ('white', 'JJ'), ('face', 'NN'), (',', ','), ('and', 'CC'), ('a', 'DT'), ('sturdy', 'JJ'), ('handle', 'NN'), ('.', '.'), ('the', 'DT'), ('clock', 'NN'), ('can', 'MD'), ('be', 'VB'), ('placed', 'VBN'), ('on', 'IN'), ('any', 'DT'), ('wall', 'NN'), ('and', 'CC'), ('blends', 'NNS'), ('with', 'IN'), ('a', 'DT'), ('variety', 'NN'), ('of', 'IN'), ('decor', 'NN'), ('.', '.'), ('makes', 'VBZ'), ('a', 'DT'), ('great', 'JJ'), ('gift', 'NN'), ('.', '.')]"
9857,Tree Trunk Clip Art,"[('tree', 'JJ'), ('trunk', 'NN'), ('clip', 'NN'), ('art', 'NN')]"
9858,Corner Bathroom Mirror Cabinet Suppliers,"[('corner', 'NN'), ('bathroom', 'NN'), ('mirror', 'NN'), ('cabinet', 'NN'), ('suppliers', 'NNS')]"
9859,Stuffed Turkey Breast,"[('stuffed', 'NN'), ('turkey', 'NN'), ('breast', 'NN')]"
9860,Cottage in the heart of Whitstable - 惠斯塔布(Whitstable) - 独立屋,"[('cottage', 'NN'), ('in', 'IN'), ('the', 'DT'), ('heart', 'NN'), ('of', 'IN'), ('whitstable', 'JJ'), ('-', ':'), ('惠斯塔布', 'NN'), ('(', '('), ('whitstable', 'JJ'), (')', ')'), ('-', ':'), ('独立屋', 'NN')]"
9861,Whitney Houston death: Jennifer Hudson pays tribute at Grammys,"[('whitney', 'NN'), ('houston', 'NN'), ('death', 'NN'), (':', ':'), ('jennifer', 'NN'), ('hudson', 'NN'), ('pays', 'VBZ'), ('tribute', 'NN'), ('at', 'IN'), ('grammys', 'NN')]"
9862,sam-heughan-spy-who-dumped-me_00,"[('sam-heughan-spy-who-dumped-me_00', 'NN')]"
9863,Adidas Unveil Legacy Earth 2020 21 Training Kits For Epl Club Manchester United,"[('adidas', 'NNS'), ('unveil', 'JJ'), ('legacy', 'NN'), ('earth', 'NN'), ('2020', 'CD'), ('21', 'CD'), ('training', 'VBG'), ('kits', 'NNS'), ('for', 'IN'), ('epl', 'NN'), ('club', 'NN'), ('manchester', 'NN'), ('united', 'VBD')]"
9864,A Way Out PL XBOX ONE,"[('a', 'DT'), ('way', 'NN'), ('out', 'IN'), ('pl', 'NN'), ('xbox', 'CD'), ('one', 'CD')]"
9865,30'' 5-Burner Gas Cooktop with Griddle - Stainless Steel,"[('30', 'CD'), (""''"", ""''""), ('5-burner', 'NN'), ('gas', 'NN'), ('cooktop', 'NN'), ('with', 'IN'), ('griddle', 'JJ'), ('-', ':'), ('stainless', 'NN'), ('steel', 'NN')]"
9866,[French Louis Pasteur Issue Surcharged & Overprinted,"[('[', 'JJ'), ('french', 'JJ'), ('louis', 'NN'), ('pasteur', 'NN'), ('issue', 'NN'), ('surcharged', 'VBD'), ('&', 'CC'), ('overprinted', 'VBD')]"
9867,NEW: 14inch - Magenta Metal Zipper - Gold Teeth - 5pcs,"[('new', 'JJ'), (':', ':'), ('14inch', 'CD'), ('-', ':'), ('magenta', 'NN'), ('metal', 'NN'), ('zipper', 'NNP'), ('-', ':'), ('gold', 'NN'), ('teeth', 'SYM'), ('-', ':'), ('5pcs', 'CD')]"
9868,High 4-way Stretch popular PU leather sheet garment fabrics faux leather for apparels pants cloths,"[('high', 'JJ'), ('4-way', 'JJ'), ('stretch', 'NN'), ('popular', 'JJ'), ('pu', 'NN'), ('leather', 'NN'), ('sheet', 'NN'), ('garment', 'NN'), ('fabrics', 'NNS'), ('faux', 'VBP'), ('leather', 'JJR'), ('for', 'IN'), ('apparels', 'JJ'), ('pants', 'NNS'), ('cloths', 'NNS')]"
9869,The Clone Wars Season 3 - Picture Card Series - part 5,"[('the', 'DT'), ('clone', 'NN'), ('wars', 'VBZ'), ('season', 'NN'), ('3', 'CD'), ('-', ':'), ('picture', 'NN'), ('card', 'NN'), ('series', 'NN'), ('-', ':'), ('part', 'NN'), ('5', 'CD')]"
9870,"Always on My Mind - Long Stemmed Red Roses in Estero FL, Petals & Presents","[('always', 'RB'), ('on', 'IN'), ('my', 'PRP$'), ('mind', 'NN'), ('-', ':'), ('long', 'RB'), ('stemmed', 'VBD'), ('red', 'JJ'), ('roses', 'NNS'), ('in', 'IN'), ('estero', 'NN'), ('fl', 'NN'), (',', ','), ('petals', 'NNS'), ('&', 'CC'), ('presents', 'NNS')]"
9871,reviewer photo of a before photo with yellow teeth and an after photo with white teeth having used the whitening strips,"[('reviewer', 'JJR'), ('photo', 'NN'), ('of', 'IN'), ('a', 'DT'), ('before', 'IN'), ('photo', 'NN'), ('with', 'IN'), ('yellow', 'JJ'), ('teeth', 'NNS'), ('and', 'CC'), ('an', 'DT'), ('after', 'IN'), ('photo', 'NN'), ('with', 'IN'), ('white', 'JJ'), ('teeth', 'NNS'), ('having', 'VBG'), ('used', 'VBN'), ('the', 'DT'), ('whitening', 'VBG'), ('strips', 'NNS')]"
9872,Image dragon trainer 2 how to train your dragong dreamworks dragon trainer 2 how to train your dragong ccuart Image collections,"[('image', 'NN'), ('dragon', 'NN'), ('trainer', 'NN'), ('2', 'CD'), ('how', 'WRB'), ('to', 'TO'), ('train', 'VB'), ('your', 'PRP$'), ('dragong', 'JJ'), ('dreamworks', 'NNS'), ('dragon', 'VBP'), ('trainer', 'RB'), ('2', 'CD'), ('how', 'WRB'), ('to', 'TO'), ('train', 'VB'), ('your', 'PRP$'), ('dragong', 'JJ'), ('ccuart', 'JJ'), ('image', 'NN'), ('collections', 'NNS')]"
9873,FORTUNER 2.8AT 4X4,"[('fortuner', 'RB'), ('2.8at', 'CD'), ('4x4', 'CD')]"
9874,"Days of our Lives Spoilers For Monday, March 9, 2020","[('days', 'NNS'), ('of', 'IN'), ('our', 'PRP$'), ('lives', 'NNS'), ('spoilers', 'NNS'), ('for', 'IN'), ('monday', 'NN'), (',', ','), ('march', 'NN'), ('9', 'CD'), (',', ','), ('2020', 'CD')]"
9875,Skyline Mixed Media - Paris Skyline Watercolor by Marian Voicu,"[('skyline', 'NN'), ('mixed', 'JJ'), ('media', 'NNS'), ('-', ':'), ('paris', 'NN'), ('skyline', 'NN'), ('watercolor', 'NN'), ('by', 'IN'), ('marian', 'JJ'), ('voicu', 'NN')]"
9876,Handsome stylish male managing time on electronic watch. Young man checking modern wrist clock.  Stock Photo,"[('handsome', 'JJ'), ('stylish', 'JJ'), ('male', 'NN'), ('managing', 'VBG'), ('time', 'NN'), ('on', 'IN'), ('electronic', 'JJ'), ('watch', 'NN'), ('.', '.'), ('young', 'JJ'), ('man', 'NN'), ('checking', 'VBG'), ('modern', 'JJ'), ('wrist', 'NN'), ('clock', 'NN'), ('.', '.'), ('stock', 'NN'), ('photo', 'NN')]"
9877,At the meet - Quorn Hunt Opening Meet 2019,"[('at', 'IN'), ('the', 'DT'), ('meet', 'NN'), ('-', ':'), ('quorn', 'JJ'), ('hunt', 'NN'), ('opening', 'VBG'), ('meet', 'NN'), ('2019', 'CD')]"
9878,ТОП модел на 2020 Smart TV Box X96Air 8к Amlogic S905X3 4GB/32GB Android 9,"[('топ', 'JJ'), ('модел', 'NNP'), ('на', 'NN'), ('2020', 'CD'), ('smart', 'JJ'), ('tv', 'NN'), ('box', 'NN'), ('x96air', 'VBD'), ('8к', 'CD'), ('amlogic', 'JJ'), ('s905x3', 'NN'), ('4gb/32gb', 'CD'), ('android', 'NN'), ('9', 'CD')]"
9879,"4474 Winding Circle, Colorado Springs, CO 80917 (#2981638) :: The Hunstiger Team","[('4474', 'CD'), ('winding', 'VBG'), ('circle', 'NN'), (',', ','), ('colorado', 'NN'), ('springs', 'NNS'), (',', ','), ('co', 'NN'), ('80917', 'CD'), ('(', '('), ('#', '#'), ('2981638', 'CD'), (')', ')'), (':', ':'), (':', ':'), ('the', 'DT'), ('hunstiger', 'NN'), ('team', 'NN')]"
9880,Man After Car Accident,"[('man', 'NN'), ('after', 'IN'), ('car', 'NN'), ('accident', 'NN')]"
9881,Attractions at Madagascar Zone,"[('attractions', 'NNS'), ('at', 'IN'), ('madagascar', 'NN'), ('zone', 'NN')]"
9882,Install IIS with PowerShell,"[('install', 'NN'), ('iis', 'NN'), ('with', 'IN'), ('powershell', 'NN')]"
9883,Bioderma Photoderm Kinder Spray SPF50+ 200ml,"[('bioderma', 'JJ'), ('photoderm', 'NN'), ('kinder', 'NN'), ('spray', 'NN'), ('spf50+', 'VBD'), ('200ml', 'CD')]"
9884,Image result for little swimmers clip art,"[('image', 'NN'), ('result', 'NN'), ('for', 'IN'), ('little', 'JJ'), ('swimmers', 'NNS'), ('clip', 'VBP'), ('art', 'NN')]"
9885,Chronological Order Resume Example Dc0364f86 The Most Reverse - skills and qualifications resume,"[('chronological', 'JJ'), ('order', 'NN'), ('resume', 'NN'), ('example', 'NN'), ('dc0364f86', 'VBP'), ('the', 'DT'), ('most', 'RBS'), ('reverse', 'JJ'), ('-', ':'), ('skills', 'NNS'), ('and', 'CC'), ('qualifications', 'NNS'), ('resume', 'VBP')]"
9886,Europa 1400: The Guild – recenze,"[('europa', 'JJ'), ('1400', 'CD'), (':', ':'), ('the', 'DT'), ('guild', 'NN'), ('–', 'NNP'), ('recenze', 'NN')]"
