,original prompts,pos tagged prompt
9634,Bordeaux Wool Stretch Slim Trousers Pants,"[('bordeaux', 'NNP'), ('wool', 'NN'), ('stretch', 'NN'), ('slim', 'JJ'), ('trousers', 'NNS'), ('pants', 'NNS')]"
9635,"tur the Magnolia bakery, store and silos with Chip and Joanna Gaines","[('tur', 'NNP'), ('the', 'DT'), ('magnolia', 'NN'), ('bakery', 'NN'), (',', ','), ('store', 'NN'), ('and', 'CC'), ('silos', 'NNS'), ('with', 'IN'), ('chip', 'NN'), ('and', 'CC'), ('joanna', 'NNP'), ('gaines', 'NNP')]"
9636,Metal Laundry Room Signs Best 25 Vintage Laundry Ideas On Pinterest  Vintage Laundry,"[('metal', 'NN'), ('laundry', 'NN'), ('room', 'NN'), ('signs', 'VBZ'), ('best', 'JJS'), ('25', 'CD'), ('vintage', 'JJ'), ('laundry', 'NN'), ('ideas', 'NNS'), ('on', 'IN'), ('pinterest', 'NN'), ('vintage', 'JJ'), ('laundry', 'NN')]"
9637,Scary grinning Jolly Roger  with bones or sign of the danger,"[('scary', 'JJ'), ('grinning', 'VBG'), ('jolly', 'NN'), ('roger', 'NN'), ('with', 'IN'), ('bones', 'NNS'), ('or', 'CC'), ('sign', 'NN'), ('of', 'IN'), ('the', 'DT'), ('danger', 'NN')]"
9638,Full Size of Pearlfeet Water Shoes Pearl Feet India On Amazon Location Ebay South Africa For Sale Womens Phone Outdoor Gear Pearl Feet Shoes,"[('full', 'JJ'), ('size', 'NN'), ('of', 'IN'), ('pearlfeet', 'NN'), ('water', 'NN'), ('shoes', 'NNS'), ('pearl', 'NN'), ('feet', 'NNS'), ('india', 'NNP'), ('on', 'IN'), ('amazon', 'NN'), ('location', 'NN'), ('ebay', 'NNP'), ('south', 'NNP'), ('africa', 'NNP'), ('for', 'IN'), ('sale', 'NN'), ('womens', 'NNS'), ('phone', 'NN'), ('outdoor', 'JJ'), ('gear', 'NN'), ('pearl', 'NN'), ('feet', 'NN'), ('shoes', 'NNS')]"
9639,CNC Made From Garbage,"[('cnc', 'NN'), ('made', 'VBN'), ('from', 'IN'), ('garbage', 'NN')]"
9640,Kendra Scott Lyla Bracelet in Crushed Abalone,"[('kendra', 'NN'), ('scott', 'NNP'), ('lyla', 'NN'), ('bracelet', 'NN'), ('in', 'IN'), ('crushed', 'VBN'), ('abalone', 'NN')]"
9641,Savinelli Monsieur Sandblasted (673 KS) (6mm),"[('savinelli', 'NNP'), ('monsieur', 'NNP'), ('sandblasted', 'VBN'), ('(', '-LRB-'), ('673', 'CD'), ('ks', 'NNS'), (')', '-RRB-'), ('(', '-LRB-'), ('6', 'CD'), ('mm', 'NNS'), (')', '-RRB-')]"
9642,sobota medulin kite,"[('sobota', 'NNP'), ('medulin', 'NN'), ('kite', 'NN')]"
9643,Shelby GT350,"[('shelby', 'NNP'), ('gt350', 'NNP')]"
9644,jelly fungus (Marked_man) Tags: life plant tree nature branch fungi fungus lichen biology parasite lifecycle decomposing,"[('jelly', 'NN'), ('fungus', 'NN'), ('(', '-LRB-'), ('marked_man', 'NN'), (')', '-RRB-'), ('tags', 'NNS'), (':', ':'), ('life', 'NN'), ('plant', 'NN'), ('tree', 'NN'), ('nature', 'NN'), ('branch', 'NN'), ('fungi', 'NN'), ('fungus', 'NN'), ('lichen', 'NN'), ('biology', 'NN'), ('parasite', 'NN'), ('lifecycle', 'NN'), ('decomposing', 'NN')]"
9645,6/16(FRI) CITY ROCK FRIDAY,"[('6/16', 'CD'), ('(', '-LRB-'), ('fri', 'NNP'), (')', '-RRB-'), ('city', 'NN'), ('rock', 'NN'), ('friday', 'NN')]"
9646,Green Green Grass Of Home Acrylic Print,"[('green', 'JJ'), ('green', 'JJ'), ('grass', 'NN'), ('of', 'IN'), ('home', 'NN'), ('acrylic', 'NN'), ('print', 'NN')]"
9647,Watercolor Background Stock photo © cammep,"[('watercolor', 'NN'), ('background', 'NN'), ('stock', 'NN'), ('photo', 'NN'), ('©', 'HYPH'), ('cammep', 'NN')]"
9648,"The characters on Foster's Home for Imaginary Friends, which is a 30-minute animated comedy about...","[('the', 'DT'), ('characters', 'NNS'), ('on', 'IN'), ('foster', 'NN'), (""'s"", 'POS'), ('home', 'NN'), ('for', 'IN'), ('imaginary', 'JJ'), ('friends', 'NNS'), (',', ','), ('which', 'WDT'), ('is', 'VBZ'), ('a', 'DT'), ('30', 'CD'), ('-', 'HYPH'), ('minute', 'NN'), ('animated', 'JJ'), ('comedy', 'NN'), ('about', 'IN'), ('...', '.')]"
9649,Schubert Canvas Lunch Bag,"[('schubert', 'NNP'), ('canvas', 'NN'), ('lunch', 'NN'), ('bag', 'NN')]"
9650,Lions book,"[('lions', 'NNS'), ('book', 'VBP')]"
9651,His and Her Rides-his-hers.jpg,"[('his', 'PRP'), ('and', 'CC'), ('her', 'PRP$'), ('rides', 'NNS'), ('-', ','), ('his', 'PRP$'), ('-', 'HYPH'), ('hers.jpg', 'NNP')]"
9652,"Black Woven Rug Kitchen, Boho Bathroom Rug with Tassel, Small Cotton Bath Mat with Geometric Diamond Woven Pattern for Bedroom Living Room Vintage Accent Chic Reversible Rug 2'x4.3'","[('black', 'JJ'), ('woven', 'VBN'), ('rug', 'NN'), ('kitchen', 'NN'), (',', ','), ('boho', 'NN'), ('bathroom', 'NN'), ('rug', 'NN'), ('with', 'IN'), ('tassel', 'NN'), (',', ','), ('small', 'JJ'), ('cotton', 'NN'), ('bath', 'NN'), ('mat', 'NN'), ('with', 'IN'), ('geometric', 'JJ'), ('diamond', 'NN'), ('woven', 'VBN'), ('pattern', 'NN'), ('for', 'IN'), ('bedroom', 'NN'), ('living', 'NN'), ('room', 'NN'), ('vintage', 'NN'), ('accent', 'NN'), ('chic', 'NN'), ('reversible', 'JJ'), ('rug', 'NN'), (""2'x4.3"", 'NN'), (""'"", ""''"")]"
9653,North Iowa Broadcasting - NIACC Scholarship,"[('north', 'NNP'), ('iowa', 'NNP'), ('broadcasting', 'NN'), ('-', 'HYPH'), ('niacc', 'NNP'), ('scholarship', 'NN')]"
9654,Emiliano Boffelli of Argentina celebrates after scoring a try during The Rugby Championship match between the Argentina Pumas and the New Zealand All...,"[('emiliano', 'NNP'), ('boffelli', 'NNP'), ('of', 'IN'), ('argentina', 'NNP'), ('celebrates', 'VBZ'), ('after', 'IN'), ('scoring', 'VBG'), ('a', 'DT'), ('try', 'NN'), ('during', 'IN'), ('the', 'DT'), ('rugby', 'NN'), ('championship', 'NN'), ('match', 'NN'), ('between', 'IN'), ('the', 'DT'), ('argentina', 'NNP'), ('pumas', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('new', 'JJ'), ('zealand', 'NNP'), ('all', 'DT'), ('...', '.')]"
9655,"Compare Hotel, Travel Website Free Installation + Free Hosting","[('compare', 'VB'), ('hotel', 'NN'), (',', ','), ('travel', 'NN'), ('website', 'NN'), ('free', 'JJ'), ('installation', 'NN'), ('+', 'SYM'), ('free', 'JJ'), ('hosting', 'NN')]"
9656,553490240040 finder 4pdt non latching relay plug in 24v dc main product cheapraybanclubmaster Gallery,"[('553490240040', 'CD'), ('finder', 'NN'), ('4', 'CD'), ('pdt', 'NN'), ('non', 'NN'), ('latching', 'NN'), ('relay', 'NN'), ('plug', 'NN'), ('in', 'IN'), ('24v', 'CD'), ('dc', 'NNP'), ('main', 'JJ'), ('product', 'NN'), ('cheapraybanclubmaster', 'NNP'), ('gallery', 'NN')]"
9657,Photo 24: 79 Rundlefield Close NE in Calgary: Rundle Detached for sale : MLS®# A1040501,"[('photo', 'NN'), ('24', 'CD'), (':', ':'), ('79', 'CD'), ('rundlefield', 'NN'), ('close', 'NN'), ('ne', 'NN'), ('in', 'IN'), ('calgary', 'NNP'), (':', ':'), ('rundle', 'NNP'), ('detached', 'VBN'), ('for', 'IN'), ('sale', 'NN'), (':', ':'), ('mls®', 'NN'), ('#', 'NN'), ('a1040501', 'CD')]"
9658,Deadworld: War of the Dead #4,"[('deadworld', 'NN'), (':', ':'), ('war', 'NN'), ('of', 'IN'), ('the', 'DT'), ('dead', 'JJ'), ('#', 'NN'), ('4', 'CD')]"
9659,Vintage Storybook Thumbelina Postcards,"[('vintage', 'JJ'), ('storybook', 'NN'), ('thumbelina', 'NN'), ('postcards', 'NNS')]"
9660,Image for Slumberfleece Waterproof Quilted Mattress Protector,"[('image', 'NN'), ('for', 'IN'), ('slumberfleece', 'NN'), ('waterproof', 'JJ'), ('quilted', 'VBN'), ('mattress', 'NN'), ('protector', 'NN')]"
9661,Decker Kera Lace Up Sweater,"[('decker', 'NN'), ('kera', 'NNP'), ('lace', 'NN'), ('up', 'RP'), ('sweater', 'NN')]"
9662,"StudioCanal - Cinema Ident, Behind The Scenes","[('studiocanal', 'NNP'), ('-', 'HYPH'), ('cinema', 'NN'), ('ident', 'NN'), (',', ','), ('behind', 'IN'), ('the', 'DT'), ('scenes', 'NNS')]"
9663,cottages resort camping cabins rentals arrowhead new rental cabin camper wisconsin,"[('cottages', 'NNS'), ('resort', 'NN'), ('camping', 'NN'), ('cabins', 'NNS'), ('rentals', 'NNS'), ('arrowhead', 'NN'), ('new', 'JJ'), ('rental', 'JJ'), ('cabin', 'NN'), ('camper', 'NN'), ('wisconsin', 'NNP')]"
9664,Anne Graham Lotz,"[('anne', 'NNP'), ('graham', 'NNP'), ('lotz', 'NNP')]"
9665,Rapoo 8200p Wireless Mouse Amp Keyboard Price In Bangladesh,"[('rapoo', 'NN'), ('8200', 'CD'), ('p', 'NN'), ('wireless', 'NN'), ('mouse', 'NN'), ('amp', 'NN'), ('keyboard', 'NN'), ('price', 'NN'), ('in', 'IN'), ('bangladesh', 'NN')]"
9666,Hilka -5 Drawer Rollaway Tool Cabinet,"[('hilka', 'NNP'), ('-', 'HYPH'), ('5', 'CD'), ('drawer', 'NN'), ('rollaway', 'NN'), ('tool', 'NN'), ('cabinet', 'NN')]"
9667,What will Meghan Markle give the Queen for Christmas Photo (C) GETTY,"[('what', 'WP'), ('will', 'MD'), ('meghan', 'NNP'), ('markle', 'NNP'), ('give', 'VB'), ('the', 'DT'), ('queen', 'NN'), ('for', 'IN'), ('christmas', 'NNP'), ('photo', 'NN'), ('(', '-LRB-'), ('c', 'NN'), (')', '-RRB-'), ('getty', 'NNP')]"
9668,Xerick Corner Convertible Infrared Electric Fireplace,"[('xerick', 'NN'), ('corner', 'NN'), ('convertible', 'NN'), ('infrared', 'VBN'), ('electric', 'JJ'), ('fireplace', 'NN')]"
9669,The Boys peddle their wares at the Coconut Grove Farmers Market.,"[('the', 'DT'), ('boys', 'NNS'), ('peddle', 'VBP'), ('their', 'PRP$'), ('wares', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('coconut', 'NN'), ('grove', 'NN'), ('farmers', 'NNS'), ('market', 'NN'), ('.', '.')]"
9670,Grosir 2din DVD for Avanza/Xenia Android link LED 7inc+Camera hd,"[('grosir', 'NNP'), ('2', 'CD'), ('din', 'NN'), ('dvd', 'NNP'), ('for', 'IN'), ('avanza', 'NNP'), ('/', ','), ('xenia', 'NNP'), ('android', 'NNP'), ('link', 'NN'), ('led', 'VBN'), ('7inc', 'NN'), ('+', 'SYM'), ('camera', 'NN'), ('hd', 'NN')]"
9671,JK Front Axle Truss for Rock Krawler 3 Link Systems,"[('jk', 'NNP'), ('front', 'JJ'), ('axle', 'NN'), ('truss', 'NN'), ('for', 'IN'), ('rock', 'NN'), ('krawler', 'NN'), ('3', 'CD'), ('link', 'NN'), ('systems', 'NNS')]"
9672,Photo: Paul Thomas.<br /> Porto v Liverpool. UEFA Champions League Group A. 18/09/2007.<br /> <br /> Jermaine Pennant (L) of Liverpool is sent off by referee Lubos Michel (Yellow) for a second yellow.,"[('photo', 'NN'), (':', ':'), ('paul', 'NNP'), ('thomas', 'NNP'), ('.<', '-LRB-'), ('br', 'NN'), ('/>', 'SYM'), ('porto', 'NNP'), ('v', 'SYM'), ('liverpool', 'NNP'), ('.', '.'), ('uefa', 'NNP'), ('champions', 'NNS'), ('league', 'NN'), ('group', 'NN'), ('a', 'NN'), ('.', '.'), ('18/09/2007', 'CD'), ('.<br', 'NN'), ('/>', 'SYM'), ('<', '-LRB-'), ('br', 'SYM'), ('/>', 'SYM'), ('jermaine', 'NNP'), ('pennant', 'NN'), ('(', '-LRB-'), ('l', 'NN'), (')', '-RRB-'), ('of', 'IN'), ('liverpool', 'NNP'), ('is', 'VBZ'), ('sent', 'VBN'), ('off', 'RP'), ('by', 'IN'), ('referee', 'NN'), ('lubos', 'NN'), ('michel', 'NNP'), ('(', '-LRB-'), ('yellow', 'JJ'), (')', '-RRB-'), ('for', 'IN'), ('a', 'DT'), ('second', 'JJ'), ('yellow', 'NN'), ('.', '.')]"
9673,$32 Betsey Johnson Glitter Reaf Star~Fish Gold~Toned Stud Earrings BB203,"[('$', '$'), ('32', 'CD'), ('betsey', 'CD'), ('johnson', 'NNP'), ('glitter', 'NN'), ('reaf', 'NN'), ('star', 'NN'), ('~fish', 'NN'), ('gold', 'NN'), ('~', 'SYM'), ('toned', 'VBN'), ('stud', 'NN'), ('earrings', 'NNS'), ('bb203', 'NN')]"
9674,adam Painting - Adam And Eve 2 religious Lucas Cranach the Elder nude,"[('adam', 'NNP'), ('painting', 'NN'), ('-', 'HYPH'), ('adam', 'NNP'), ('and', 'CC'), ('eve', 'VB'), ('2', 'CD'), ('religious', 'JJ'), ('lucas', 'NNS'), ('cranach', 'NNP'), ('the', 'DT'), ('elder', 'JJ'), ('nude', 'NN')]"
9675,"Glarks 30Pcs 6x65MM Heavy Duty Zinc Plated Steel Molly Bolt Hollow Drive Wall Anchor Screws Set for Drywall, Plaster and Tile (M6x65)","[('glarks', 'NNS'), ('30', 'CD'), ('pcs', 'NNS'), ('6x65', 'CD'), ('mm', 'NN'), ('heavy', 'JJ'), ('duty', 'NN'), ('zinc', 'NN'), ('plated', 'VBN'), ('steel', 'NN'), ('molly', 'NN'), ('bolt', 'NN'), ('hollow', 'JJ'), ('drive', 'NN'), ('wall', 'NN'), ('anchor', 'NN'), ('screws', 'NNS'), ('set', 'VBN'), ('for', 'IN'), ('drywall', 'NN'), (',', ','), ('plaster', 'NN'), ('and', 'CC'), ('tile', 'NN'), ('(', '-LRB-'), ('m6x65', 'NN'), (')', '-RRB-')]"
9676,Lord of the Rings: Return of the King PS2,"[('lord', 'NN'), ('of', 'IN'), ('the', 'DT'), ('rings', 'NNS'), (':', ':'), ('return', 'NN'), ('of', 'IN'), ('the', 'DT'), ('king', 'NN'), ('ps2', 'NN')]"
9677,"""""""GE Cafe™ Series 30"""""""" Slide-In Front Control Range with Warming Drawer""""""","[('""', '``'), ('""', '``'), ('""', '``'), ('ge', 'FW'), ('cafe™', 'FW'), ('series', 'NN'), ('30', 'CD'), ('""', ""''""), ('""', ""''""), ('""', ""''""), ('""', '``'), ('slide', 'NN'), ('-', 'HYPH'), ('in', 'IN'), ('front', 'JJ'), ('control', 'NN'), ('range', 'NN'), ('with', 'IN'), ('warming', 'NN'), ('drawer', 'NN'), ('""', ""''""), ('""', ""''""), ('""', ""''"")]"
9678,Image result for napoleon's forces begin retreat from moscow,"[('image', 'NN'), ('result', 'NN'), ('for', 'IN'), ('napoleon', 'NNP'), (""'s"", 'POS'), ('forces', 'NNS'), ('begin', 'VB'), ('retreat', 'NN'), ('from', 'IN'), ('moscow', 'NNP')]"
9679,Indian bridal outfit from Manish Malhotra's The Persian story,"[('indian', 'JJ'), ('bridal', 'NN'), ('outfit', 'NN'), ('from', 'IN'), ('manish', 'NNP'), (""malhotra's"", 'NNS'), ('the', 'DT'), ('persian', 'JJ'), ('story', 'NN')]"
9680,BooBoo Stewart and Fivel Stewart attend Los Angeles Special Screening of RED at Grauman's Chinese Theater on October 11 2010 in Hollywood California,"[('booboo', 'NN'), ('stewart', 'NNP'), ('and', 'CC'), ('fivel', 'NNP'), ('stewart', 'NNP'), ('attend', 'VB'), ('los', 'NNP'), ('angeles', 'NNP'), ('special', 'JJ'), ('screening', 'NN'), ('of', 'IN'), ('red', 'JJ'), ('at', 'IN'), ('grauman', 'NN'), (""'s"", 'POS'), ('chinese', 'JJ'), ('theater', 'NN'), ('on', 'IN'), ('october', 'NNP'), ('11', 'CD'), ('2010', 'CD'), ('in', 'IN'), ('hollywood', 'NNP'), ('california', 'NNP')]"
9681,Equipping Law Enforcement in South Texas and along the Coastal Bend with First Rate Drone Technology,"[('equipping', 'VBG'), ('law', 'NN'), ('enforcement', 'NN'), ('in', 'IN'), ('south', 'NNP'), ('texas', 'NNP'), ('and', 'CC'), ('along', 'IN'), ('the', 'DT'), ('coastal', 'JJ'), ('bend', 'NN'), ('with', 'IN'), ('first', 'JJ'), ('rate', 'NN'), ('drone', 'NN'), ('technology', 'NN')]"
9682,Fueled By Beer White T-Shirt,"[('fueled', 'VBN'), ('by', 'IN'), ('beer', 'NN'), ('white', 'JJ'), ('t-', 'NN'), ('shirt', 'NN')]"
9683,John Williams - Jaws 25th Anniversary Edition CD cover,"[('john', 'NNP'), ('williams', 'NNP'), ('-', 'HYPH'), ('jaws', 'NNS'), ('25th', 'JJ'), ('anniversary', 'NN'), ('edition', 'NN'), ('cd', 'NN'), ('cover', 'NN')]"
9684,Exotic Mandala Skull Tapestry - Roots and Sticks,"[('exotic', 'JJ'), ('mandala', 'NN'), ('skull', 'NN'), ('tapestry', 'NN'), ('-', 'HYPH'), ('roots', 'NNS'), ('and', 'CC'), ('sticks', 'NNS')]"
9685,- Centrifugal and axial fan CRHB ECOWATT - S & P Italia,"[('-', 'NFP'), ('centrifugal', 'NN'), ('and', 'CC'), ('axial', 'JJ'), ('fan', 'NN'), ('crhb', 'FW'), ('ecowatt', 'FW'), ('-', 'HYPH'), ('s', 'AFX'), ('&', 'CC'), ('p', 'FW'), ('italia', 'FW')]"
9686,Head of Stage Management Training at Mountview,"[('head', 'NN'), ('of', 'IN'), ('stage', 'NN'), ('management', 'NN'), ('training', 'NN'), ('at', 'IN'), ('mountview', 'NNP')]"
9687,"Sam Walsh AO, Chief Executive Officer, Rio Tinto with Masami Nitta, Managing Director, IHI Engineering Australia. (Irene Dowdy)","[('sam', 'NNP'), ('walsh', 'NNP'), ('ao', 'NNP'), (',', ','), ('chief', 'JJ'), ('executive', 'JJ'), ('officer', 'NN'), (',', ','), ('rio', 'NNP'), ('tinto', 'NN'), ('with', 'IN'), ('masami', 'NNP'), ('nitta', 'NNP'), (',', ','), ('managing', 'VBG'), ('director', 'NN'), (',', ','), ('ihi', 'NNP'), ('engineering', 'NN'), ('australia', 'NNP'), ('.', '.'), ('(', '-LRB-'), ('irene', 'NNP'), ('dowdy', 'NNP'), (')', '-RRB-')]"
9688,"The chemical structure of iridium complex Tris[2-(2,4-difluorophenyl)pyridine] iridium(III), referred to as Ir(Fppy)3.","[('the', 'DT'), ('chemical', 'JJ'), ('structure', 'NN'), ('of', 'IN'), ('iridium', 'NN'), ('complex', 'JJ'), ('tris', 'NN'), ('[', '-LRB-'), ('2', 'CD'), ('-', 'SYM'), ('(', '-LRB-'), ('2,4', 'CD'), ('-', 'SYM'), ('difluorophenyl', 'JJ'), (')', '-RRB-'), ('pyridine', 'NN'), (']', '-RRB-'), ('iridium', 'NN'), ('(', '-LRB-'), ('iii', 'LS'), (')', '-RRB-'), (',', ','), ('referred', 'VBN'), ('to', 'IN'), ('as', 'IN'), ('ir', 'NN'), ('(', '-LRB-'), ('fppy', 'NN'), (')', '-RRB-'), ('3', 'CD'), ('.', '.')]"
9689,"Diamond Continuous Rim Circular Saw Blade, 4 1/2""""","[('diamond', 'NN'), ('continuous', 'JJ'), ('rim', 'NN'), ('circular', 'NN'), ('saw', 'VBD'), ('blade', 'NN'), (',', ','), ('4', 'CD'), ('1/2', 'CD'), ('""', ""''""), ('""', ""''"")]"
9690,"SDF mortar team fires 120mm at ISIS target near Deir ez-Zor in the Middle Euphrates River Valley, Syria. Photo by SGT Matthew Crane, CJTF-OIR, November 16, 2018.","[('sdf', 'JJ'), ('mortar', 'NN'), ('team', 'NN'), ('fires', 'NNS'), ('120', 'CD'), ('mm', 'NNS'), ('at', 'IN'), ('isis', 'NNP'), ('target', 'NN'), ('near', 'IN'), ('deir', 'NNP'), ('ez', 'NNP'), ('-zor', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('middle', 'NN'), ('euphrates', 'NN'), ('river', 'NN'), ('valley', 'NN'), (',', ','), ('syria', 'NNP'), ('.', '.'), ('photo', 'NN'), ('by', 'IN'), ('sgt', 'NNP'), ('matthew', 'NNP'), ('crane', 'NNP'), (',', ','), ('cjtf-', 'NNP'), ('oir', 'NNP'), (',', ','), ('november', 'NNP'), ('16', 'CD'), (',', ','), ('2018', 'CD'), ('.', '.')]"
9691,Thousand-Year-Old Dream: The One (Paperback),"[('thousand', 'CD'), ('-', 'HYPH'), ('year', 'NN'), ('-', 'HYPH'), ('old', 'JJ'), ('dream', 'NN'), (':', ':'), ('the', 'DT'), ('one', 'NN'), ('(', '-LRB-'), ('paperback', 'NN'), (')', '-RRB-')]"
9692,Image for 24in Platform Broom with Stiff Bristles and 1400mm Handle 102884,"[('image', 'NN'), ('for', 'IN'), ('24in', 'CD'), ('platform', 'NN'), ('broom', 'NN'), ('with', 'IN'), ('stiff', 'JJ'), ('bristles', 'NNS'), ('and', 'CC'), ('1400', 'CD'), ('mm', 'NN'), ('handle', 'NN'), ('102884', 'CD')]"
9693,"Ammo, Aguila, 22LR SuperMaxium Hyper Velocity, FMJ, 30 gr, 50 rd<br /> (Only for rifles)","[('ammo', 'NN'), (',', ','), ('aguila', 'NN'), (',', ','), ('22', 'CD'), ('lr', 'NN'), ('supermaxium', 'NN'), ('hyper', 'NN'), ('velocity', 'NN'), (',', ','), ('fmj', 'NN'), (',', ','), ('30', 'CD'), ('gr', 'NN'), (',', ','), ('50', 'CD'), ('rd<br', 'NN'), ('/>', 'SYM'), ('(', '-LRB-'), ('only', 'RB'), ('for', 'IN'), ('rifles', 'NNS'), (')', '-RRB-')]"
9694,Ibanez AW5412JROPN Artwood Acoustic Guitar Open Pore Natural for sale,"[('ibanez', 'NNP'), ('aw5412', 'NNP'), ('jropn', 'NN'), ('artwood', 'NN'), ('acoustic', 'JJ'), ('guitar', 'NN'), ('open', 'VBZ'), ('pore', 'NN'), ('natural', 'JJ'), ('for', 'IN'), ('sale', 'NN')]"
9695,Gj2 Food Metal Detector pictures & photos,"[('gj2', 'NN'), ('food', 'NN'), ('metal', 'NN'), ('detector', 'NN'), ('pictures', 'NNS'), ('&', 'CC'), ('photos', 'NNS')]"
9696,"Flirt (Event Sponsors) at the September 16-17, 2013 Mobile and Online Dating Industry Conference in Germany","[('flirt', 'NN'), ('(', '-LRB-'), ('event', 'NN'), ('sponsors', 'NNS'), (')', '-RRB-'), ('at', 'IN'), ('the', 'DT'), ('september', 'NNP'), ('16', 'CD'), ('-', 'SYM'), ('17', 'CD'), (',', ','), ('2013', 'CD'), ('mobile', 'NN'), ('and', 'CC'), ('online', 'JJ'), ('dating', 'NN'), ('industry', 'NN'), ('conference', 'NN'), ('in', 'IN'), ('germany', 'NNP')]"
9697,Amazing-sunset-view-with-white-houses-in-Oia-village-on-Santorini-island-in-Greece.-shutterstock_382976158,"[('amazing', 'JJ'), ('-', 'HYPH'), ('sunset', 'NN'), ('-', 'HYPH'), ('view', 'NN'), ('-', 'HYPH'), ('with', 'IN'), ('-', 'HYPH'), ('white', 'JJ'), ('-', 'HYPH'), ('houses', 'NNS'), ('-', 'HYPH'), ('in-', 'NN'), ('oia', 'NN'), ('-', 'HYPH'), ('village', 'NN'), ('-', 'HYPH'), ('on', 'IN'), ('-', 'HYPH'), ('santorini-', 'NNP'), ('island', 'NN'), ('-', 'HYPH'), ('in', 'IN'), ('-', 'HYPH'), ('greece.-shutterstock_382976158', 'ADD')]"
9698,Young Seedling in a Plant Pot royalty-free stock vector art,"[('young', 'JJ'), ('seedling', 'NN'), ('in', 'IN'), ('a', 'DT'), ('plant', 'NN'), ('pot', 'NN'), ('royalty', 'NN'), ('-', 'HYPH'), ('free', 'JJ'), ('stock', 'NN'), ('vector', 'NN'), ('art', 'NN')]"
9699,Bases Loaded '96: Double Header,"[('bases', 'NNS'), ('loaded', 'VBN'), (""'"", ""''""), ('96', 'CD'), (':', ':'), ('double', 'JJ'), ('header', 'NN')]"
9700,Cupcake Sprinkles Celebrate everyday moments Positivity Affirmation Typography - 8 x 10 art print by Dawn Smith,"[('cupcake', 'NN'), ('sprinkles', 'NNS'), ('celebrate', 'VBP'), ('everyday', 'JJ'), ('moments', 'NNS'), ('positivity', 'NN'), ('affirmation', 'NN'), ('typography', 'NN'), ('-', 'HYPH'), ('8', 'CD'), ('x', 'SYM'), ('10', 'CD'), ('art', 'NN'), ('print', 'NN'), ('by', 'IN'), ('dawn', 'NN'), ('smith', 'NNP')]"
9701,"""True Originals Book by Marlon Knispel - """"An OG Adidas Selection by a Fan""""""","[('""', '``'), ('true', 'JJ'), ('originals', 'NNS'), ('book', 'VB'), ('by', 'IN'), ('marlon', 'FW'), ('knispel', 'FW'), ('-', 'HYPH'), ('""', ""''""), ('""', '``'), ('an', 'DT'), ('og', 'FW'), ('adidas', 'FW'), ('selection', 'NN'), ('by', 'IN'), ('a', 'DT'), ('fan', 'NN'), ('""', ""''""), ('""', ""''""), ('""', ""''"")]"
9702,Lauren Ivory 5 Ft X 8 Area Rug,"[('lauren', 'NNP'), ('ivory', 'NN'), ('5', 'CD'), ('ft', 'NN'), ('x', 'SYM'), ('8', 'CD'), ('area', 'NN'), ('rug', 'NN')]"
9703,Sprung - DS - Used,"[('sprung', 'VBN'), ('-', 'HYPH'), ('ds', 'NN'), ('-', 'HYPH'), ('used', 'VBN')]"
9704,"A close up photo of a phone with dating apps like Tinder, Grindr and Bumble on the screen.","[('a', 'DT'), ('close', 'JJ'), ('up', 'RP'), ('photo', 'NN'), ('of', 'IN'), ('a', 'DT'), ('phone', 'NN'), ('with', 'IN'), ('dating', 'NN'), ('apps', 'NNS'), ('like', 'IN'), ('tinder', 'NN'), (',', ','), ('grindr', 'NN'), ('and', 'CC'), ('bumble', 'NN'), ('on', 'IN'), ('the', 'DT'), ('screen', 'NN'), ('.', '.')]"
9705,black Zara boots - black H&M bag - black Zara shorts - black H&M sunglasses,"[('black', 'JJ'), ('zara', 'NN'), ('boots', 'NNS'), ('-', 'HYPH'), ('black', 'JJ'), ('h&m', 'NN'), ('bag', 'NN'), ('-', 'HYPH'), ('black', 'JJ'), ('zara', 'NN'), ('shorts', 'NNS'), ('-', 'HYPH'), ('black', 'JJ'), ('h&m', 'NN'), ('sunglasses', 'NNS')]"
9706,Men's adidas Pink THE PLAYERS Ultimate 365 Polo,"[('men', 'NNS'), (""'s"", 'POS'), ('adidas', 'NNS'), ('pink', 'VBP'), ('the', 'DT'), ('players', 'NNS'), ('ultimate', 'JJ'), ('365', 'CD'), ('polo', 'NN')]"
9707,NEW PIÑATEX® EM MINI VIDA  / FANNYPACK & CLUTCH,"[('new', 'JJ'), ('piñatex®', 'NN'), ('em', 'PRP'), ('mini', 'NN'), ('vida', 'NN'), ('/', ','), ('fannypack', 'NN'), ('&', 'CC'), ('clutch', 'NN')]"
9708,Rodriguez - Coming From Reality (Vinyl),"[('rodriguez', 'NNP'), ('-', 'HYPH'), ('coming', 'VBG'), ('from', 'IN'), ('reality', 'NN'), ('(', '-LRB-'), ('vinyl', 'NN'), (')', '-RRB-')]"
9709,Maria Nila Minerals Shale Strong Wax 100ml,"[('maria', 'NNP'), ('nila', 'NNP'), ('minerals', 'NNS'), ('shale', 'NN'), ('strong', 'JJ'), ('wax', 'NN'), ('100ml', 'NN')]"
